7.124799999999999045e+01,1.298000000000000043e+00
7.123690916382807359e+01,-1.104117174090005482e-01
6.886907101858253100e+01,-1.427540669971426368e+00
6.881542211943519760e+01,-2.789267400949767772e+00
7.107061455738318045e+01,-4.331333570654056331e+00
7.097089892042990300e+01,-5.735433178138891641e+00
7.084908648968659861e+01,-7.137378381759809542e+00
7.302370537021610630e+01,-8.853989422541724608e+00
7.285246684162250119e+01,-1.029538183756688952e+01
7.265855517805572106e+01,-1.173322309542684572e+01
7.244202977640304653e+01,-1.316707277240772100e+01
7.449579936535374713e+01,-1.509319453206059158e+01
7.422607902128123669e+01,-1.656226199721514192e+01
7.393326479246621830e+01,-1.802585870342693042e+01
7.361744637054150076e+01,-1.948353633785656669e+01
7.327872049353121042e+01,-2.093484840072954256e+01
7.291719091621907012e+01,-2.237935034210319429e+01
7.253296837836738575e+01,-2.381659969803637722e+01
6.990513509895411914e+01,-2.444178785563156708e+01
6.948889415693062688e+01,-2.582014016031774872e+01
6.905101037251019136e+01,-2.719018593468451428e+01
7.077160593198050265e+01,-2.948430256892780932e+01
6.811085737576276244e+01,-2.990368193598038715e+01
6.760887614075747365e+01,-3.124630099467030675e+01
6.708582792978853604e+01,-3.257895144115685326e+01
6.865780648714233791e+01,-3.500120085613735199e+01
6.807546464892401161e+01,-3.635367676676702331e+01
6.747191291448395134e+01,-3.769461963004201976e+01
6.890840694978956549e+01,-4.024548593652578177e+01
6.824343859010760127e+01,-4.160203256524697935e+01
6.957853855528247777e+01,-4.424671613177678609e+01
7.085098261430739797e+01,-4.695607422910356377e+01
7.008003693797778055e+01,-4.834937406557568096e+01
7.124435810653470469e+01,-5.114484053314578205e+01
7.234185648872454522e+01,-5.400036982122963281e+01
7.337100389087274266e+01,-5.691420735402666509e+01
7.244284941788613708e+01,-5.835499370550879661e+01
7.149214727942867853e+01,-5.977750780830696442e+01
7.235732172730158140e+01,-6.278334762415654779e+01
7.133689400813230463e+01,-6.420352008492244522e+01
7.208081382227430822e+01,-6.727616956177260477e+01
7.098967451550242913e+01,-6.869027615138492138e+01
6.987643266380689511e+01,-7.008294470231109585e+01
6.874142926318289426e+01,-7.145374862764374768e+01
7.093881743759781955e+01,-7.641691525916361627e+01
6.970390258345094026e+01,-7.780741132620586598e+01
6.844727902789149709e+01,-7.917367669402889874e+01
6.716933168602079718e+01,-8.051529286325788348e+01
6.431141823705857519e+01,-7.989859658514312457e+01
5.996598869040433755e+01,-7.723310835876156943e+01
5.871990078807532143e+01,-7.841006994661933049e+01
