-4.187599999999999767e+01,9.495199999999999818e+01
-4.476399999999999579e+01,9.723999999999999488e+01
-4.765200000000000102e+01,9.952799999999999159e+01
-5.053999999999999915e+01,1.018159999999999883e+02
-5.342799999999999727e+01,1.041039999999999850e+02
-5.631599999999999540e+01,1.063919999999999959e+02
-5.342799999999999727e+01,1.086799999999999926e+02
-5.053999999999999915e+01,1.109679999999999893e+02
-4.765200000000000102e+01,1.132559999999999860e+02
-4.476399999999999579e+01,1.109679999999999893e+02
-4.476399999999999579e+01,1.063919999999999959e+02
-4.187599999999999767e+01,1.041039999999999850e+02
-3.898799999999999955e+01,1.018159999999999883e+02
-3.898799999999999955e+01,9.723999999999999488e+01
-4.187599999999999767e+01,9.495199999999999818e+01
5.053999999999999915e+01,-5.719999999999999751e+00
4.765200000000000102e+01,-3.431999999999999496e+00
4.476399999999999579e+01,-1.143999999999999906e+00
4.187599999999999767e+01,1.143999999999999906e+00
4.187599999999999767e+01,5.719999999999999751e+00
3.898799999999999955e+01,8.007999999999999119e+00
3.610000000000000142e+01,1.029599999999999937e+01
3.610000000000000142e+01,1.487199999999999811e+01
3.610000000000000142e+01,1.944799999999999685e+01
3.610000000000000142e+01,2.402399999999999736e+01
3.610000000000000142e+01,2.859999999999999787e+01
3.610000000000000142e+01,3.317599999999999483e+01
3.610000000000000142e+01,3.775199999999999534e+01
3.610000000000000142e+01,4.232799999999999585e+01
3.610000000000000142e+01,4.690399999999999636e+01
3.610000000000000142e+01,5.147999999999999687e+01
3.610000000000000142e+01,5.605599999999999739e+01
3.610000000000000142e+01,6.063199999999999790e+01
3.321199999999999619e+01,6.291999999999999460e+01
3.032399999999999807e+01,6.520799999999999841e+01
3.032399999999999807e+01,6.978399999999999181e+01
3.032399999999999807e+01,7.435999999999999943e+01
3.032399999999999807e+01,7.893599999999999284e+01
2.743599999999999994e+01,8.122399999999998954e+01
2.454799999999999827e+01,8.351199999999998624e+01
2.454799999999999827e+01,8.808799999999999386e+01
