1.310399999999999920e+02,1.454350000000000023e+02
1.306800000000000068e+02,1.457299999999999898e+02
1.306800000000000068e+02,1.463199999999999932e+02
1.306800000000000068e+02,1.469099999999999966e+02
1.310399999999999920e+02,1.472049999999999841e+02
1.314000000000000057e+02,1.469099999999999966e+02
1.314000000000000057e+02,1.463199999999999932e+02
1.314000000000000057e+02,1.457299999999999898e+02
1.310399999999999920e+02,1.454350000000000023e+02
1.303199999999999932e+02,1.442549999999999955e+02
1.299600000000000080e+02,1.445499999999999829e+02
1.299600000000000080e+02,1.451399999999999864e+02
1.303199999999999932e+02,1.454350000000000023e+02
1.306800000000000068e+02,1.451399999999999864e+02
1.306800000000000068e+02,1.445499999999999829e+02
1.303199999999999932e+02,1.442549999999999955e+02
1.252800000000000011e+02,1.383549999999999898e+02
1.249200000000000017e+02,1.386500000000000057e+02
1.249200000000000017e+02,1.392399999999999807e+02
1.252800000000000011e+02,1.395349999999999966e+02
1.256400000000000006e+02,1.398299999999999841e+02
1.260000000000000000e+02,1.401250000000000000e+02
1.263599999999999994e+02,1.404199999999999875e+02
1.263599999999999994e+02,1.410099999999999909e+02
1.267199999999999989e+02,1.413049999999999784e+02
1.270799999999999983e+02,1.415999999999999943e+02
1.274399999999999977e+02,1.418949999999999818e+02
1.277999999999999972e+02,1.421899999999999977e+02
1.281599999999999966e+02,1.424849999999999852e+02
1.285199999999999818e+02,1.427800000000000011e+02
1.285199999999999818e+02,1.433700000000000045e+02
1.288799999999999955e+02,1.436649999999999920e+02
1.292400000000000091e+02,1.439599999999999795e+02
1.295999999999999943e+02,1.442549999999999955e+02
1.299600000000000080e+02,1.439599999999999795e+02
1.299600000000000080e+02,1.433700000000000045e+02
1.295999999999999943e+02,1.430749999999999886e+02
1.292400000000000091e+02,1.427800000000000011e+02
1.292400000000000091e+02,1.421899999999999977e+02
1.288799999999999955e+02,1.418949999999999818e+02
1.285199999999999818e+02,1.415999999999999943e+02
1.281599999999999966e+02,1.413049999999999784e+02
1.277999999999999972e+02,1.410099999999999909e+02
1.274399999999999977e+02,1.407150000000000034e+02
1.270799999999999983e+02,1.404199999999999875e+02
1.270799999999999983e+02,1.398299999999999841e+02
1.267199999999999989e+02,1.395349999999999966e+02
1.263599999999999994e+02,1.392399999999999807e+02
1.260000000000000000e+02,1.389449999999999932e+02
1.256400000000000006e+02,1.386500000000000057e+02
